Section 1 - Prélèvements et analyses
Prélèvement pour analyse microbiologique;N101;2.55;16.28
Prélèvement et examen qualitatif des urines mi-jet par bandelette, avec enregistrement des résultats;N102;2.55;16.28
Prélèvement de selles pour analyses;N103;2.55;16.28
Prélèvement de sang capillaire pour analyse autre que la glycémie;N104;1.30;8.3
Prélèvement de sang capillaire et détermination de la glycémie des personnes diabétiques par glucomètre;N105;1.55;9.9
Prélèvement de sang veineux pour analyse effectuée au domicile de la personne protégée, en cas de nécessité médicale deffectuer le prélèvement au domicile certifiée sur lordonnance du médecin prescripteur;N106;2.56;16.35
Bilan hydrique des entrées et sorties;N107;3.82;24.39
Section 2 - Injections, perfusions, prises de sang
Injection par dispositif implanté;N201;3.07;19.61
Perfusion par dispositif implanté;N202;5.50;35.12
Injection intraveineuse par ponction;N203;3.86;24.65
Injection intraveineuse sur cathéter en place;N204;2.55;16.28
Mise en place dune perfusion intraveineuse ou sous-cutanée (hypodermoclyse) par gravité ou par pompe;N205;5.27;33.65
Enlèvement dune perfusion intraveineuse ou sous-cutanée;N206;1.29;8.24
Changement du flacon dune perfusion;N207;2.55;16.28
Contrôle dune perfusion de longue durée par pompe, forfait par jour;N208;3.82;24.39
Prélèvement de sang capillaire et détermination de la glycémie des personnes diabétiques par glucomètre et injection sous-cutanée;N209;2.80;17.88
Injection sous-cutanée;N210;1.27;8.11
Injection intramusculaire ou intradermique;N211;1.82;11.62
Application de collyre ou de pommade ophtalmique à domicile, forfait par jour, en phase préopératoire en vue dune intervention relevant du domaine de la spécialité ophtalmologique et/ou en phase postopératoire pour une durée maximale de 15 jours pour une personne incapable de réaliser le geste de façon autonome;N212;2.55;16.28
Section 3 - Pansements
Ablation de fils de suture ou dagrafes ou redon, nettoyage et pansement avec soins de plaie simple;N301;3.94;25.16
Pansement pour plaies simples;N302;2.67;17.05
Pansement dun doigt, dun orteil, dune main, dun pied, avec bain médicamenteux préalable;N303;5.22;33.34
Pansement pour plaies avec dispositifs;N304;5.23;33.4
Pansement pour plaies multiples;N305;5.27;33.65
Détersion, débridement mécanique et pansement dune plaie nécrotique, dune lésion ulcérée ou dune brûlure étendue;N306;7.81;49.88
Bandage compressif ou bas de contention pour stase veineuse ou lymphatique pour affection aiguë dun membre;N307;1.27;8.11
Bandage compressif ou bas de contention pour stase veineuse ou lymphatique pour affection aiguë de deux membres;N308;2.55;16.28
Bain entier médicamenteux pour affection cutanée étendue;N309;5.09;32.51
Section 4 - Actes concernant lappareil urinaire
Cathétérisme vésical, mise en place ou changement dune sonde à demeure;N401;4.67;29.82
Cathétérisme vésical avec lavage de la vessie ou irrigation vésicale;N402;5.94;37.93
Lavage de la vessie sur sonde à demeure en place et/ou enlèvement de la sonde à demeure;N403;1.81;11.56
Changement ou vidange de matériel de stomie de lappareil urinaire;N404;3.05;19.48
Mise en place dun étui pénien auto-adhésif pour incontinence, maximum 3 séances par semaine;N405;3.08;19.67
Section 5 - Actes concernant lappareil digestif
Mise en place ou changement dune sonde gastrique;N501;3.93;25.1
Changement ou vidange de matériel de stomie de lappareil digestif;N502;3.05;19.48
Lavement évacuateur pour constipation neurogène ou mégacôlon, maximum 2 séances par semaine;N503;3.82;24.39
Evacuation manuelle pour fécalome y compris lavement, maximum une fois par semaine;N504;6.36;40.62
Lavement évacuateur pour préparation à un examen du rectum, lavement médicamenteux non laxatif;N505;3.82;24.39
Branchement, débranchement et surveillance dune nutrition entérale (forfait journalier);N506;3.82;24.39
Section 6 – Lavage vaginal
Lavage vaginal avec solution médicamenteuse en cas de pathologie infectieuse ou post-radique;N601;2.55;16.28
Section 7 – Actes concernant les voies respiratoires
Traitement par aérosols, par séance;N701;3.82;24.39
Aspiration pour encombrement trachéo-bronchique chez le patient trachéotomisé;N702;2.55;16.28
Expectoration dirigée;N703;2.55;16.28
Oxygénothérapie: branchement, débranchement et surveillance (forfait par jour);N704;3.82;24.39
Section 8 – Actes infirmiers dans le cadre de lassurance dépendance
Forfait journalier dactes infirmiers prestés dans les maisons de soins;N801;1.92;12.26
Forfait journalier dactes infirmiers prestés dans les autres établissements daides et de soins;N802;0.96;6.13
Forfait journalier dactes infirmiers pour des personnes dépendantes à domicile prises en charge par les réseaux généralistes, indemnité de déplacement incluse;N803;2.20;14.05
Forfait journalier dactes infirmiers pour des personnes dépendantes à domicile prises en charge par les réseaux et les établissements relevant du secteur handicap, indemnité de déplacement incluse;N804;0.60;3.83
Section 9 – Mesures de paramètres en cas de surveillance médicale accrue temporaire
Forfait de 1-2 passages par jour;N901;1.27;8.11
Forfait de 3-4 passages par jour;N902;2.55;16.28
Forfait pour un minimum de 5 passages par jour;N903;3.82;24.39
Section 10 – Mesures de décontamination
Forfait unique pour procédure de décontamination pour patient atteint de gale (y compris masques, surblouses, surchaussures et gants);ND01;20.00;127.72
Forfait déplacement;NF01;1.11;7.09
